#CNS11643,Sinopac,Unicode,Unisys,Word
02-5276,7DF0,7DF0,E6EE,緰
02-5278,7DDF,7DDF,E6F0,緟
02-5279,7F76,7F76,E6F1,罶
02-5322,7FEC,7FEC,E6F8,翬
02-5323,7FE6,7FE6,E6F9,翦
02-5325,8064,8064,E6FB,聤
02-5326,8067,8067,E6FC,聧
02-5327,81A3,81A3,E6FD,膣
02-532B,81A2,81A2,E742,膢
02-532D,8197,8197,E744,膗
02-532E,8216,8216,E745,舖
02-532F,824F,824F,E746,艏
02-5330,8253,8253,E747,艓
02-5332,8250,8250,E749,艐
02-5333,824E,824E,E74A,艎
02-5335,8524,8524,E74C,蔤
02-5336,853B,853B,E74D,蔻
02-5337,850F,850F,E74E,蔏
02-533B,8509,8509,E752,蔉
02-533D,851F,851F,E754,蔟
02-533E,850A,850A,E755,蔊
02-533F,8527,8527,E756,蔧
02-5341,84FB,84FB,E758,蓻
02-5342,852B,852B,E759,蔫
02-5344,8508,8508,E75B,蔈
02-5347,852A,852A,E75E,蔪
02-5348,84F2,84F2,E75F,蓲
02-5349,8515,8515,E760,蔕
01-7544,8938,8938,C1B9,褸
01-7546,89AC,89AC,C1BB,覬
01-7547,8B0E,8B0E,C1BC,謎
01-7548,8B17,8B17,C1BD,謗
01-7549,8B19,8B19,C1BE,謙
01-754A,8B1B,8B1B,C1BF,講
01-754C,8B20,8B20,C1C1,謠
01-754D,8B1D,8B1D,C1C2,謝
01-754F,8B10,8B10,C1C4,謐
01-7550,8C41,8C41,C1C5,豁
01-7551,8C3F,8C3F,C1C6,谿
01-7553,8CFA,8CFA,C1C8,賺
01-7554,8CFD,8CFD,C1C9,賽
01-7555,8CFC,8CFC,C1CA,購
01-7558,8DA8,8DA8,C1CD,趨
01-7560,8F45,8F45,C1D5,轅
01-7561,8F3F,8F3F,C1D6,輿
01-7564,9084,9084,C1D9,還
01-7565,9081,9081,C1DA,邁
01-7566,9082,9082,C1DB,邂
01-7567,9080,9080,C1DC,邀
01-7568,9139,9139,C1DD,鄹
01-756C,934D,934D,C1E1,鍍
01-7572,934B,934B,C1E7,鍋
01-7576,935B,935B,C1EB,鍛
01-7577,9370,9370,C1EC,鍰
01-7579,9354,9354,C1EE,鍔
01-757A,95CA,95CA,C1EF,闊
01-757B,95CB,95CB,C1F0,闋
01-757C,95CC,95CC,C1F1,闌
01-757D,95C8,95C8,C1F2,闈
01-757E,95C6,95C6,C1F3,闆
01-7622,96B8,96B8,C1F5,隸
01-7625,971E,971E,C1F8,霞
01-7628,9846,9846,C1FB,顆
01-7629,98B6,98B6,C1FC,颶
01-762D,9BAE,9BAE,C241,鮮
01-762E,9BAB,9BAB,C242,鮫
01-762F,9BAA,9BAA,C243,鮪
01-7630,9BAD,9BAD,C244,鮭
01-7631,9D3B,9D3B,C245,鴻
01-7633,9E8B,9E8B,C247,麋
01-7634,9ECF,9ECF,C248,黏
01-7636,9EDC,9EDC,C24A,黜
01-7637,9EDD,9EDD,C24B,黝
01-763A,9F4B,9F4B,C24E,齋
01-763B,53E2,53E2,C24F,叢
01-763C,5695,5695,C250,嚕
01-7648,64FA,64FA,C25C,擺
01-7649,64FB,64FB,C25D,擻
01-764D,6726,6726,C261,朦
01-764E,6AB3,6AB3,C262,檳
01-764F,6AAC,6AAC,C263,檬
01-7650,6AC3,6AC3,C264,櫃
01-7651,6ABB,6ABB,C265,檻
01-7654,6AAE,6AAE,C268,檮
01-7656,6B5F,6B5F,C26A,歟
01-7657,6B78,6B78,C26B,歸
01-765A,700B,700B,C26E,瀋
01-765B,6FFE,6FFE,C26F,濾
01-7664,7377,7377,C278,獷
01-766A,7658,7658,C27E,癘
01-766B,7652,7652,C2A1,癒
01-766E,77BB,77BB,C2A4,瞻
01-7672,7A61,7A61,C2A8,穡
01-7675,7AC4,7AC4,C2AB,竄
01-7678,7C27,7C27,C2AE,簧
01-7679,7C2A,7C2A,C2AF,簪
01-767C,7C21,7C21,C2B2,簡
01-767D,7CE7,7CE7,C2B3,糧
01-767E,7E54,7E54,C2B4,織
01-7724,7E61,7E61,C2B8,繡
01-7728,7FF9,7FF9,C2BC,翹
01-7729,7FFB,7FFB,C2BD,翻
01-772B,8076,8076,C2BF,聶
01-772D,81CF,81CF,C2C1,臏
01-772E,820A,820A,C2C2,舊
01-7731,85CD,85CD,C2C5,藍
01-7732,85D0,85D0,C2C6,藐
01-7733,85C9,85C9,C2C7,藉
01-7736,85B9,85B9,C2CA,薹
01-7737,87EF,87EF,C2CC,蟯
01-7738,87EC,87EC,C2CD,蟬
01-7739,87F2,87F2,C2CE,蟲
01-773A,87E0,87E0,C2CF,蟠
01-773B,8986,8986,C2D0,覆
01-773D,89F4,89F4,C2D2,觴
01-773F,8B39,8B39,C2D4,謹
01-7745,8E63,8E63,C2DA,蹣
01-774C,8F4D,8F4D,C2E1,轍
01-774E,9083,9083,C2E3,邃
01-7753,9394,9394,C2E8,鎔
01-7755,9396,9396,C2EA,鎖
01-7757,93B3,93B3,C2EC,鎳
01-775A,93B0,93B0,C2EF,鎰
01-775C,939A,939A,C2F1,鎚
01-775E,95D4,95D4,C2F3,闔
01-775F,95D6,95D6,C2F4,闖
01-7763,96DC,96DC,C2F8,雜
01-7765,96DB,96DB,C2FA,雛
01-7767,9724,9724,C2FC,霤
02-534A,84F7,84F7,E761,蓷
02-534C,84F3,84F3,E763,蓳
02-5350,84E9,84E9,E767,蓩
02-5353,8528,8528,E76A,蔨
02-5354,851D,851D,E76B,蔝
02-5355,852E,852E,E76C,蔮
02-5356,8502,8502,E76D,蔂
02-535A,8531,8531,E771,蔱
02-535B,8526,8526,E772,蔦
02-535D,84E8,84E8,E774,蓨
02-535E,84F0,84F0,E775,蓰
02-535F,84EF,84EF,E776,蓯
02-5360,84F9,84F9,E777,蓹
02-5362,8520,8520,E779,蔠
02-5365,8519,8519,E77C,蔙
02-5366,852F,852F,E77D,蔯
02-5367,8662,8662,E77E,虢
02-5369,8763,8763,E7A2,蝣
02-536B,8777,8777,E7A4,蝷
02-536D,8773,8773,E7A6,蝳
02-536F,8754,8754,E7A8,蝔
02-5371,8752,8752,E7AA,蝒
02-5372,8761,8761,E7AB,蝡
02-5374,8751,8751,E7AD,蝑
02-5377,876A,876A,E7B0,蝪
02-5378,8750,8750,E7B1,蝐
02-5379,874E,874E,E7B2,蝎
02-537C,876F,876F,E7B5,蝯
02-5421,876E,876E,E7B8,蝮
02-5422,875C,875C,E7B9,蝜
02-5423,8765,8765,E7BA,蝥
02-5424,874F,874F,E7BB,蝏
02-5425,877B,877B,E7BC,蝻
02-5426,8775,8775,E7BD,蝵
02-5428,8767,8767,E7BF,蝧
02-5429,8769,8769,E7C0,蝩
02-542A,885A,885A,E7C1,衚
02-542D,8914,8914,E7C4,褔
02-542F,8917,8917,E7C6,褗
02-5430,8918,8918,E7C7,褘
02-5431,8919,8919,E7C8,褙
02-5432,8906,8906,E7C9,褆
02-5433,8916,8916,E7CA,褖
02-5434,8911,8911,E7CB,褑
02-5435,890E,890E,E7CC,褎
02-5436,8909,8909,E7CD,褉
02-5438,89A4,89A4,E7CF,覤
02-5439,89A3,89A3,E7D0,覣
02-543A,89ED,89ED,E7D1,觭
02-543F,8AB8,8AB8,E7D6,誸
02-544B,8ABA,8ABA,E7E2,誺
02-544C,8ABD,8ABD,E7E3,誽
02-544E,8C3E,8C3E,E7E5,谾
02-5450,8C8F,8C8F,E7E7,貏
02-5452,8CDF,8CDF,E7E9,賟
02-5453,8CD9,8CD9,E7EA,賙
02-5457,8CE7,8CE7,E7EE,賧
02-5458,8DA0,8DA0,E7EF,趠
02-545A,8DA1,8DA1,E7F1,趡
02-545B,8D9B,8D9B,E7F2,趛
02-545D,8E23,8E23,E7F4,踣
02-545F,8E24,8E24,E7F6,踤
02-5461,8E15,8E15,E7F8,踕
02-5462,8E1B,8E1B,E7F9,踛
02-5463,8E16,8E16,E7FA,踖
02-5464,8E11,8E11,E7FB,踑
02-5465,8E19,8E19,E7FC,踙
02-5466,8E26,8E26,E7FD,踦
02-5468,8E14,8E14,E840,踔
02-5469,8E12,8E12,E841,踒
02-546F,8F2C,8F2C,E847,輬
02-5471,8F18,8F18,E849,輘
02-547C,912F,912F,E854,鄯
02-547E,9129,9129,E856,鄩
02-5524,912E,912E,E85A,鄮
02-5526,9186,9186,E85C,醆
02-5527,918A,918A,E85D,醊
02-552B,9180,9180,E861,醀
02-552C,92D0,92D0,E862,鋐
02-552E,92C4,92C4,E864,鋄
02-552F,92C0,92C0,E865,鋀
02-5534,92DF,92DF,E86A,鋟
02-5536,92E9,92E9,E86C,鋩
02-5537,92D7,92D7,E86D,鋗
02-553B,92C2,92C2,E871,鋂
02-553C,92E8,92E8,E872,鋨
02-553E,92C8,92C8,E874,鋈
02-553F,92CE,92CE,E875,鋎
02-5540,92E6,92E6,E876,鋦
02-5541,92CD,92CD,E877,鋍
02-5542,92D5,92D5,E878,鋕
02-5543,92C9,92C9,E879,鋉
02-5545,92DE,92DE,E87B,鋞
02-5548,92D3,92D3,E87E,鋓
02-5549,92B5,92B5,E8A1,銵
02-554A,92E1,92E1,E8A2,鋡
02-554B,9325,9325,EBF1,錥
02-554D,92B4,92B4,E8A4,銴
02-554F,95AC,95AC,E8A6,閬
02-5554,96A2,96A2,E8AB,隢
02-5555,96D3,96D3,E8AC,雓
01-776A,97AD,97AD,C340,鞭
01-776C,984D,984D,C342,額
01-776E,984C,984C,C344,題
01-7770,9853,9853,C346,顓
01-7771,98BA,98BA,C347,颺
01-7774,993D,993D,C34A,餽
01-7778,9AC1,9AC1,C34E,髁
01-7779,9B03,9B03,C34F,鬃
01-777B,9B4F,9B4F,C351,魏
01-777D,9B4D,9B4D,C353,魍
01-7821,9BC9,9BC9,C355,鯉
01-7822,9BFD,9BFD,C356,鯽
01-7823,9BC8,9BC8,C357,鯈
01-7826,9D5D,9D5D,C35A,鵝
01-7827,9D60,9D60,C35B,鵠
01-782B,5133,5133,C35F,儳
01-782D,56A8,56A8,C456,嚨
01-7831,5BF5,5BF5,C364,寵
01-7834,61F2,61F2,C367,懲
01-7835,61F7,61F7,C368,懷
01-7837,61F5,61F5,C36A,懵
01-7838,6500,6500,C36B,攀
01-7839,650F,650F,C36C,攏
01-783A,66E0,66E0,C36D,曠
01-783C,6AE5,6AE5,C36F,櫥
01-783F,6AD3,6AD3,C372,櫓
01-7840,701B,701B,C373,瀛
01-7842,7028,7028,C375,瀨
01-7843,701A,701A,C376,瀚
01-7846,7018,7018,C379,瀘
01-784B,7378,7378,C37E,獸
01-784D,74BD,74BD,C3A2,璽
01-784E,74CA,74CA,C3A3,瓊
01-7854,77C7,77C7,C3A9,矇
01-7855,7919,7919,C3AA,礙
01-7858,7A69,7A69,C3AD,穩
01-7859,7C3E,7C3E,C3AE,簾
01-785A,7C3F,7C3F,C3AF,簿
01-785C,7C3D,7C3D,C3B1,簽
01-785E,7C40,7C40,C3B3,籀
01-7864,7E73,7E73,C3BA,繳
01-7865,7F85,7F85,C3B9,羅
01-7866,7FB6,7FB6,C3BB,羶
01-7868,7FB8,7FB8,C3BD,羸
01-786A,85E9,85E9,C3BF,藩
01-786B,85DD,85DD,C3C0,藝
01-786C,85EA,85EA,C3C1,藪
01-786E,85E4,85E4,C3C3,藤
01-7870,85F7,85F7,C3C5,藷
01-7871,87FB,87FB,C3C6,蟻
01-7872,8805,8805,C3C7,蠅
01-7873,880D,880D,C3C8,蠍
01-7876,8960,8960,C3CB,襠
01-7877,895F,895F,C3CC,襟
01-787B,8B5C,8B5C,C3D0,譜
01-787D,8B49,8B49,C3D2,證
01-7922,8B4F,8B4F,C3D5,譏
01-7923,8B46,8B46,C3D6,譆
01-7928,8E72,8E72,C3DB,蹲
01-792B,8E6C,8E6C,C3DE,蹬
01-792E,8F54,8F54,C3E1,轔
01-792F,8F4E,8F4E,C3E2,轎
01-7930,8FAD,8FAD,C3E3,辭
01-7931,908A,908A,C3E4,邊
01-7934,91AE,91AE,C3E7,醮
01-7936,93D1,93D1,C3E9,鏑
01-7939,93C8,93C8,C3EC,鏈
01-793A,93DC,93DC,C3ED,鏜
01-793C,93D6,93D6,C3EF,鏖
01-793D,93E2,93E2,C3F0,鏢
01-793F,93D8,93D8,C3F2,鏘
01-7943,95DC,95DC,C3F6,關
01-7945,96E3,96E3,C3F8,難
01-7947,9727,9727,C3FA,霧
01-7948,9761,9761,C3FB,靡
01-794B,985E,985E,C3FE,類
01-794C,9858,9858,C440,願
01-794E,98BC,98BC,C442,颼
01-7950,9949,9949,C444,饉
01-7954,9BE8,9BE8,C448,鯨
01-7955,9BE7,9BE7,C449,鯧
01-7957,9BDB,9BDB,C44B,鯛
01-7959,9D61,9D61,C44D,鵡
01-795A,9D72,9D72,C44E,鵲
01-795B,9D6A,9D6A,C44F,鵪
01-795C,9D6C,9D6C,C450,鵬
01-795D,9E92,9E92,C451,麒
01-795E,9E97,9E97,C452,麗
01-7960,9EB4,9EB4,C454,麴
01-7963,56B6,56B6,C458,嚶
01-7964,56B4,56B4,C459,嚴
01-7965,56BC,56BC,C45A,嚼
01-7967,5B40,5B40,C45C,孀
01-7968,5B43,5B43,C45D,孃
01-7969,5B7D,5B7D,C45E,孽
01-796B,5DC9,5DC9,C460,巉
01-796C,61F8,61F8,C461,懸
01-796E,6518,6518,C463,攘
01-7972,6727,6727,C467,朧
01-7973,6AEC,6AEC,C468,櫬
01-7976,7032,7032,C46B,瀲
01-7978,737B,737B,C46D,獻
01-7A21,792B,792B,C474,礫
01-7A24,7C4C,7C4C,C477,籌
01-7A28,7CF0,7CF0,C47B,糰
01-7A2B,7E7C,7E7C,C47E,繼
01-7A2D,7F4C,7F4C,C4A2,罌
01-7A30,8266,8266,C4A5,艦
01-7A35,8606,8606,C4AA,蘆
01-7A36,860B,860B,C4AB,蘋
01-7A37,8607,8607,C4AC,蘇
01-7A39,8814,8814,C4AE,蠔
01-7A3A,8815,8815,C4AF,蠕
01-7A3C,89BA,89BA,C4B1,覺
01-7A3E,8B70,8B70,C4B3,議
01-7A3F,8B6C,8B6C,C4B4,譬
01-7A42,8B5F,8B5F,C4B7,譟
01-7A43,8B6B,8B6B,C4B8,譫
01-7A44,8D0F,8D0F,C4B9,贏
01-7A48,8E85,8E85,C4BD,躅
01-7A4B,91CB,91CB,C4C0,釋
01-7A4E,93FD,93FD,C4C3,鏽
01-7A4F,95E1,95E1,C4C4,闡
01-7A52,9952,9952,C4C7,饒
01-7A53,9951,9951,C4C8,饑
01-7A55,9A2B,9A2B,C4CA,騫
01-7A56,9A30,9A30,C4CB,騰
01-7A59,9C13,9C13,C4CE,鰓
01-7A5C,9EB5,9EB5,C4D1,麵
01-7A5E,9F2F,9F2F,C4D3,鼯
01-7A5F,9F5F,9F5F,C4D4,齟
01-7A62,5137,5137,C4D7,儷
01-7A63,5138,5138,C4D8,儸
01-7A64,56C1,56C1,C4D9,囁
01-7A65,56C0,56C0,C4DA,囀
01-7A66,56C2,56C2,C4DB,囂
01-7A69,5DCD,5DCD,C4DE,巍
01-7A6B,61FE,61FE,C4E0,懾
01-7A6C,651D,651D,C4E1,攝
01-7A6E,6595,6595,C4E3,斕
01-7A6F,66E9,66E9,C4E4,曩
01-7A70,6AFB,6AFB,C4E5,櫻
01-7A71,6B04,6B04,C4E6,欄
01-7A74,704C,704C,C4E9,灌
01-7A77,74D6,74D6,C4EC,瓖
01-7A78,74D4,74D4,C4ED,瓔
01-7A7A,77D3,77D3,C4EF,矓
01-7A7B,7C50,7C50,C4F0,籐
01-7A7D,7E8C,7E8C,C4F2,續
01-7B22,862D,862D,C4F5,蘭
01-7B24,8823,8823,C4F7,蠣
01-7B25,8822,8822,C4F8,蠢
01-7B26,8821,8821,C4F9,蠡
01-7B27,881F,881F,C4FA,蠟
01-7B28,896A,896A,C4FB,襪
01-7B2D,8B7D,8B7D,C541,譽
01-7B2E,8D13,8D13,C542,贓
01-7B2F,8E8A,8E8A,C543,躊
01-7B30,8E8D,8E8D,C544,躍
01-7B31,8E8B,8E8B,C545,躋
01-7B33,8FAF,8FAF,C547,辯
01-7B34,91BA,91BA,C548,醺
01-7B36,9433,9433,C54A,鐳
01-7B3A,9432,9432,C54E,鐲
01-7B3B,942B,942B,C54F,鐫
01-7B3C,95E2,95E2,C550,闢
01-7B45,9A43,9A43,C559,驃
01-7B47,9A3E,9A3E,C55B,騾
01-7B48,9ACF,9ACF,C55C,髏
01-7B49,9B54,9B54,C55D,魔
01-7B4D,9DAF,9DAF,C561,鶯
01-7B4E,9DB4,9DB4,C562,鶴
01-7B4F,9DC2,9DC2,C563,鷂
01-7B53,9F19,9F19,C567,鼙
01-7B59,56C8,56C8,C56D,囈
01-7B5A,56CA,56CA,C56E,囊
01-7B5B,56C9,56C9,C56F,囉
01-7B63,6B61,6B61,C577,歡
01-7B68,758A,758A,C57C,疊
01-7B69,766E,766E,C57D,癮
01-7B6A,766C,766C,C57E,癬
01-7B6B,79B3,79B3,C5A1,禳
01-7B6D,7C5F,7C5F,C5A3,籟
01-7B6E,807E,807E,C5A4,聾
01-7B72,896F,896F,C5A8,襯
01-7B74,8B80,8B80,C5AA,讀
01-7B75,8D16,8D16,C5AB,贖
01-7B76,8D17,8D17,C5AC,贗
01-7B77,8E91,8E91,C5AD,躑
01-7B78,8E93,8E93,C5AE,躓
01-7B7C,9451,9451,C5B2,鑑
01-7B7D,9452,9452,C5B3,鑒
01-7B7E,973D,973D,C5B4,霽
01-7C22,97C3,97C3,C5B6,韃
01-7C24,986B,986B,C5B8,顫
01-7C26,9A55,9A55,C5BA,驕
01-7C27,9A4D,9A4D,C5BB,驍
01-7C2B,9C31,9C31,C5BF,鰱
01-7C2D,9C3B,9C3B,C5C1,鰻
01-7C2E,9DD3,9DD3,C5C2,鷓
01-7C2F,9DD7,9DD7,C5C3,鷗
01-7C30,9F34,9F34,C5C4,鼴
02-5556,9705,9705,E8AD,霅
02-5557,9708,9708,E8AE,霈
02-5558,9702,9702,E8AF,霂
02-555C,9788,9788,E8B3,鞈
02-555E,97CF,97CF,E8B5,韏
02-5562,9829,9829,E8B9,頩
02-556B,9914,9914,E8C2,餔
02-556C,9916,9916,E8C3,餖
02-556E,9915,9915,E8C5,餕
02-556F,99DC,99DC,E8C6,駜
02-5570,99CD,99CD,E8C7,駍
02-5571,99CF,99CF,E8C8,駏
02-5572,99D3,99D3,E8C9,駓
02-5573,99D4,99D4,E8CA,駔
02-5578,99CB,99CB,E8CF,駋
02-5579,99D7,99D7,E8D0,駗
02-557A,99CC,99CC,E8D1,駌
02-557B,9AB3,9AB3,E8D2,骳
02-557D,9AEB,9AEB,E8D4,髫
02-5621,9AF2,9AF2,E8D6,髲
02-5623,9B46,9B46,E8D8,魆
02-5624,9B43,9B43,E8D9,魃
02-5626,9B74,9B74,E8DB,魴
02-5628,9B66,9B66,E8DD,魦
02-562C,9B68,9B68,E8E1,魨
02-562D,9B64,9B64,E8E2,魤
02-5631,9CFD,9CFD,E8E6,鳽
02-5633,9CF7,9CF7,E8E8,鳷
02-5634,9D07,9D07,E8E9,鴇
02-5636,9CF9,9CF9,E8EB,鳹
02-5638,9D08,9D08,E8ED,鴈
02-5639,9D05,9D05,E8EE,鴅
02-563C,9ED3,9ED3,E8F1,黓
02-563D,9F0F,9F0F,E8F2,鼏
02-5642,511A,511A,E8F7,儚
02-5643,5111,5111,E8F8,儑
02-5644,51DE,51DE,E8F9,凞
02-5645,5334,5334,E8FA,匴
02-5649,566E,566E,E8FE,噮
02-564B,5666,5666,E941,噦
02-564E,5672,5672,E944,噲
02-564F,565E,565E,E945,噞
02-5650,5677,5677,E946,噷
02-5651,571C,571C,E947,圜
02-5656,58BF,58BF,E94C,墿
02-5657,58BA,58BA,E94D,墺
02-5658,58C2,58C2,E94E,壂
02-565A,58C6,58C6,E950,壆
02-565C,5B19,5B19,E952,嬙
02-565D,5B1B,5B1B,E953,嬛
02-5661,5B10,5B10,E957,嬐
02-5663,5B28,5B28,E959,嬨
02-5664,5B1A,5B1A,E95A,嬚
02-5666,5B1E,5B1E,E95C,嬞
02-5669,5DB1,5DB1,E95F,嶱
02-566B,5DA7,5DA7,E961,嶧
02-566C,5DB5,5DB5,E962,嶵
02-5672,5DAD,5DAD,E968,嶭
02-5673,5DAF,5DAF,E969,嶯
02-5674,5DB4,5DB4,E96A,嶴
02-5675,5E67,5E67,E96B,幧
02-5679,5EE9,5EE9,E96F,廩
02-567B,5EE6,5EE6,E971,廦
02-567E,5F4B,5F4B,E974,彋
02-5723,619D,619D,E976,憝
02-5724,61A8,61A8,E977,憨
02-5726,61C5,61C5,E979,懅
02-5728,61C6,61C6,E97B,懆
02-572B,61BA,61BA,E97E,憺
02-5730,64D6,64D6,E9A5,擖
02-5733,64C9,64C9,E9A8,擉
02-5734,64BD,64BD,E9A9,撽
02-5736,64C3,64C3,E9AB,擃
02-5738,64F3,64F3,E9AD,擳
02-573A,6533,6533,E9AF,攳
02-573B,657F,657F,E9B0,敿
02-5740,66C0,66C0,E9B5,曀
02-5741,66CA,66CA,E9B6,曊
02-5742,66CB,66CB,E9B7,曋
02-5745,66BB,66BB,E9BA,暻
02-5747,66CC,66CC,E9BC,曌
02-5749,6A34,6A34,E9BE,樴
02-574A,6A66,6A66,E9BF,橦
02-574C,6A67,6A67,E9C1,橧
02-574F,6A3E,6A3E,E9C4,樾
02-5756,6A5A,6A5A,E9CB,橚
02-5758,6A3F,6A3F,E9CD,樿
02-575B,6A64,6A64,E9D0,橤
02-575D,6A4F,6A4F,E9D2,橏
02-575E,6A54,6A54,E9D3,橔
02-5760,6A69,6A69,E9D5,橩
02-5761,6A60,6A60,E9D6,橠
02-5762,6A3C,6A3C,E9D7,樼
02-5763,6A5E,6A5E,E9D8,橞
02-5764,6A56,6A56,E9D9,橖
02-5766,6A4D,6A4D,E9DB,橍
02-5768,6A46,6A46,E9DD,橆
02-576A,6B54,6B54,E9DF,歔
02-576B,6B56,6B56,E9E0,歖
02-5770,6BC7,6BC7,E9E5,毇
02-5771,6C04,6C04,E9E6,氄
01-7C31,9F6C,9F6C,C5C5,齬
01-7C35,5DD6,5DD6,C5C9,巖
01-7C38,652B,652B,C5CC,攫
01-7C3C,74DA,74DA,C5D0,瓚
01-7C42,7E96,7E96,C5D6,纖
01-7C43,7E94,7E94,C5D7,纔
01-7C44,81E2,81E2,C5D8,臢
01-7C46,863F,863F,C5DA,蘿
01-7C47,8831,8831,C5DB,蠱
01-7C49,9090,9090,C5DD,邐
01-7C4A,908F,908F,C5DE,邏
01-7C4B,9463,9463,C5DF,鑣
01-7C4E,9768,9768,C5E2,靨
01-7C4F,986F,986F,C5E3,顯
01-7C50,995C,995C,C5E4,饜
01-7C51,9A5A,9A5A,C5E5,驚
01-7C53,9A57,9A57,C5E7,驗
01-7C55,9AD4,9AD4,C5E9,體
01-7C58,9C57,9C57,C5EC,鱗
01-7C59,9C56,9C56,C5ED,鱖
01-7C5A,9DE5,9DE5,C5EE,鷥
01-7C5C,9EF4,9EF4,C5F0,黴
01-7C5F,652C,652C,C5F3,攬
01-7C61,7671,7671,C5F5,癱
01-7C62,7672,7672,C5F6,癲
01-7C63,77D7,77D7,C5F7,矗
01-7C65,7F88,7F88,C5F9,羈
01-7C66,8836,8836,C5FA,蠶
01-7C67,8839,8839,C5FB,蠹
01-7C69,8B93,8B93,C5FD,讓
01-7C6A,8B92,8B92,C5FE,讒
01-7C6B,8B96,8B96,C640,讖
01-7C6C,8277,8277,C641,艷
01-7C6F,946A,946A,C644,鑪
01-7C72,9744,9744,C647,靄
01-7C74,9870,9870,C649,顰
01-7C76,9B22,9B22,C64B,鬢
01-7C77,9B58,9B58,C64C,魘
01-7C7B,9E7C,9E7C,C650,鹼
01-7C7D,9F07,9F07,C652,鼇
01-7C7E,9F77,9F77,C653,齷
01-7D23,6B16,6B16,C656,欖
01-7D28,89C0,89C0,C65B,觀
01-7D2A,91C1,91C1,C65D,釁
01-7D2C,9470,9470,C65F,鑰
01-7D2D,9871,9871,C660,顱
01-7D2E,995E,995E,C661,饞
01-7D31,9ECC,9ECC,C664,黌
01-7D32,7064,7064,C665,灤
01-7D34,8B9A,8B9A,C667,讚
01-7D35,9477,9477,C668,鑷
01-7D36,97C9,97C9,C669,韉
01-7D37,9A62,9A62,C66A,驢
01-7D39,7E9C,7E9C,C66C,纜
01-7D3B,8EAA,8EAA,C66E,躪
01-7D3F,947C,947C,C672,鑼
01-7D40,9C77,9C77,C673,鱷
02-2121,4E42,4E42,C940,乂
02-2123,51F5,51F5,C942,凵
02-2126,4E07,4E07,C945,万
02-2127,4E0C,4E0C,C946,丌
02-2128,4E47,4E47,C947,乇
02-2129,4E8D,4E8D,C948,亍
02-212C,5F73,5F73,C94C,彳
02-2130,4E2E,4E2E,C950,丮
02-2132,4EC2,4EC2,C952,仂
02-2134,4EC8,4EC8,C954,仈
02-2135,5198,5198,C955,冘
02-213A,5903,5903,C95A,夃
02-213B,592C,592C,C95B,夬
02-213D,5DFF,5DFF,C95D,巿
02-213E,65E1,65E1,C95E,旡
02-213F,6BB3,6BB3,C95F,殳
02-2140,6BCC,6BCC,C960,毌
02-2142,723F,723F,C962,爿
02-2143,4E31,4E31,C963,丱
02-2144,4E3C,4E3C,C964,丼
02-2145,4EE8,4EE8,C965,仨
02-2147,4EE9,4EE9,C967,仩
02-2149,4EDD,4EDD,C969,仝
02-214A,4EDA,4EDA,C96A,仚
02-214B,520C,520C,C96B,刌
02-214C,5209,5209,C9BE,刉
02-214D,531C,531C,C96C,匜
02-214E,534C,534C,C96D,卌
02-214F,5722,5722,C96E,圢
02-2151,5917,5917,C970,夗
02-2153,5B81,5B81,C972,宁
02-2156,5C3B,5C3B,C975,尻
02-2157,5C74,5C74,C976,屴
02-2158,5C73,5C73,C977,屳
02-2159,5E04,5E04,C978,帄
02-215C,5FC9,5FC9,C97B,忉
02-2160,6C36,6C36,C9A1,氶
02-2163,6C3B,6C3B,C9A4,氻
02-2165,72B0,72B0,C9A6,犰
02-2167,79B8,79B8,C9A8,禸
02-2169,961E,961E,C9AA,阞
02-216A,4F0E,4F0E,C9AB,伎
02-216B,4F18,4F18,C9AC,优
02-216C,4F2C,4F2C,C9AD,伬
02-5772,6C03,6C03,E9E7,氃
02-5775,6FCB,6FCB,E9EA,濋
02-5777,6FC7,6FC7,E9EC,濇
02-5779,6FCE,6FCE,E9EE,濎
02-577A,6FC8,6FC8,E9EF,濈
02-577C,6FC4,6FC4,E9F1,濄
02-5823,7004,7004,E9F6,瀄
02-5824,6FA5,6FA5,E9F7,澥
02-5825,6FAE,6FAE,E9F8,澮
02-5826,6FBA,6FBA,E9F9,澺
02-582C,6FA2,6FA2,EA40,澢
02-582D,6FC9,6FC9,EA41,濉
02-582E,6FAB,6FAB,EA42,澫
02-582F,6FCD,6FCD,EA43,濍
02-5833,71C5,71C5,EA47,燅
02-5835,71BF,71BF,EA49,熿
02-5836,71B8,71B8,EA4A,熸
02-583C,71CA,71CA,EA50,燊
02-583F,71BD,71BD,EA53,熽
02-5840,71D8,71D8,EA54,燘
02-5841,71BC,71BC,EA55,熼
02-5842,71C6,71C6,EA56,燆
02-5847,7369,7369,EA5B,獩
02-5848,7366,7366,EA5C,獦
02-5849,7367,7367,EA5D,獧
02-584A,736C,736C,EA5E,獬
02-584B,7365,7365,EA5F,獥
02-584C,736B,736B,EA60,獫
02-5853,7495,7495,EA67,璕
02-5854,74A1,74A1,EA68,璡
02-5855,750B,750B,EA69,甋
02-5856,7580,7580,EA6A,疀
02-5857,762F,762F,EA6B,瘯
02-585D,7635,7635,EA71,瘵
02-585E,7632,7632,EA72,瘲
02-585F,7630,7630,EA73,瘰
02-5860,76BB,76BB,EA74,皻
